889 2914
453 536 0.016666666666666666
538 453 0.038461538461538464
453 538 0.037037037037037035
556 453 0.038461538461538464
453 556 0.25
558 453 0.038461538461538464
453 558 0.16666666666666666
555 454 0.5
454 555 0.14285714285714285
461 455 0.0625
455 461 0.1
463 455 0.0625
455 463 0.1
504 455 0.0625
455 504 0.03225806451612903
519 455 0.0625
455 519 0.25
560 455 0.0625
455 560 0.07142857142857142
461 456 0.07142857142857142
456 461 0.1
472 456 0.07142857142857142
456 472 0.5
506 456 0.07142857142857142
456 506 0.05555555555555555
550 457 0.5
457 550 0.02
704 457 0.5
457 704 0.3333333333333333
466 458 0.047619047619047616
458 466 0.05555555555555555
498 458 0.047619047619047616
458 498 0.2
499 458 0.047619047619047616
458 499 0.08333333333333333
536 458 0.047619047619047616
458 536 0.016666666666666666
543 458 0.047619047619047616
458 543 0.07692307692307693
544 458 0.047619047619047616
458 544 0.2
504 459 0.1
459 504 0.03225806451612903
511 459 0.1
459 511 0.08333333333333333
523 459 0.1
459 523 0.07142857142857142
536 459 0.1
459 536 0.016666666666666666
550 459 0.1
459 550 0.02
584 459 0.1
459 584 0.09090909090909091
597 459 0.1
459 597 0.1
471 460 0.125
460 471 0.05263157894736842
504 460 0.125
460 504 0.03225806451612903
496 461 0.1
461 496 0.07142857142857142
502 461 0.1
461 502 0.14285714285714285
504 461 0.1
461 504 0.03225806451612903
500 462 0.1111111111111111
462 500 0.14285714285714285
502 462 0.1111111111111111
462 502 0.14285714285714285
518 463 0.1
463 518 0.125
490 464 0.09090909090909091
464 490 0.07692307692307693
529 464 0.09090909090909091
464 529 0.1
539 464 0.09090909090909091
464 539 0.09090909090909091
486 465 0.1
465 486 0.14285714285714285
490 465 0.1
465 490 0.07692307692307693
560 465 0.1
465 560 0.07142857142857142
499 466 0.05555555555555555
466 499 0.08333333333333333
503 466 0.05555555555555555
466 503 0.09090909090909091
504 466 0.05555555555555555
466 504 0.03225806451612903
517 466 0.05555555555555555
466 517 0.25
536 466 0.05555555555555555
466 536 0.016666666666666666
538 466 0.05555555555555555
466 538 0.037037037037037035
539 466 0.05555555555555555
466 539 0.09090909090909091
543 466 0.05555555555555555
466 543 0.07692307692307693
657 467 0.5
467 657 0.16666666666666666
525 469 0.14285714285714285
469 525 0.16666666666666666
697 469 0.14285714285714285
469 697 0.02702702702702703
702 469 0.14285714285714285
469 702 0.07142857142857142
810 469 0.14285714285714285
469 810 1.0
482 470 0.14285714285714285
470 482 0.029411764705882353
536 470 0.14285714285714285
470 536 0.016666666666666666
538 470 0.14285714285714285
470 538 0.037037037037037035
550 470 0.14285714285714285
470 550 0.02
702 470 0.14285714285714285
470 702 0.07142857142857142
483 471 0.05263157894736842
471 483 0.2
489 471 0.05263157894736842
471 489 0.5
513 471 0.05263157894736842
471 513 0.07692307692307693
536 471 0.05263157894736842
471 536 0.016666666666666666
619 471 0.05263157894736842
471 619 0.09090909090909091
652 471 0.05263157894736842
471 652 0.1111111111111111
550 473 1.0
473 550 0.02
543 475 0.3333333333333333
475 543 0.07692307692307693
539 476 1.0
476 539 0.09090909090909091
492 477 0.2
477 492 0.125
593 477 0.2
477 593 0.1111111111111111
635 477 0.2
477 635 0.02702702702702703
697 477 0.2
477 697 0.02702702702702703
643 479 0.25
479 643 0.3333333333333333
730 479 0.25
479 730 0.2
779 479 0.25
479 779 0.3333333333333333
506 481 0.09090909090909091
481 506 0.05555555555555555
536 481 0.09090909090909091
481 536 0.016666666666666666
548 481 0.09090909090909091
481 548 0.047619047619047616
562 481 0.09090909090909091
481 562 0.03225806451612903
568 481 0.09090909090909091
481 568 0.037037037037037035
574 481 0.09090909090909091
481 574 0.16666666666666666
582 481 0.09090909090909091
481 582 0.2
605 481 0.09090909090909091
481 605 1.0
492 482 0.029411764705882353
482 492 0.125
504 482 0.029411764705882353
482 504 0.03225806451612903
506 482 0.029411764705882353
482 506 0.05555555555555555
509 482 0.029411764705882353
482 509 0.125
523 482 0.029411764705882353
482 523 0.07142857142857142
526 482 0.029411764705882353
482 526 0.08333333333333333
536 482 0.029411764705882353
482 536 0.016666666666666666
543 482 0.029411764705882353
482 543 0.07692307692307693
545 482 0.029411764705882353
482 545 0.041666666666666664
546 482 0.029411764705882353
482 546 0.07142857142857142
549 482 0.029411764705882353
482 549 0.2
550 482 0.029411764705882353
482 550 0.02
562 482 0.029411764705882353
482 562 0.03225806451612903
568 482 0.029411764705882353
482 568 0.037037037037037035
584 482 0.029411764705882353
482 584 0.09090909090909091
588 482 0.029411764705882353
482 588 0.05263157894736842
591 482 0.029411764705882353
482 591 0.5
592 482 0.029411764705882353
482 592 0.16666666666666666
597 482 0.029411764705882353
482 597 0.1
620 482 0.029411764705882353
482 620 0.3333333333333333
636 482 0.029411764705882353
482 636 0.2
536 484 0.08333333333333333
484 536 0.016666666666666666
540 484 0.08333333333333333
484 540 0.1111111111111111
635 484 0.08333333333333333
484 635 0.02702702702702703
660 484 0.08333333333333333
484 660 0.05263157894736842
666 484 0.08333333333333333
484 666 0.05
702 484 0.08333333333333333
484 702 0.07142857142857142
704 484 0.08333333333333333
484 704 0.3333333333333333
710 484 0.08333333333333333
484 710 0.07142857142857142
502 485 0.14285714285714285
485 502 0.14285714285714285
508 485 0.14285714285714285
485 508 0.1111111111111111
509 485 0.14285714285714285
485 509 0.125
506 486 0.14285714285714285
486 506 0.05555555555555555
531 486 0.14285714285714285
486 531 0.1111111111111111
538 486 0.14285714285714285
486 538 0.037037037037037035
538 487 0.08333333333333333
487 538 0.037037037037037035
540 487 0.08333333333333333
487 540 0.1111111111111111
543 487 0.08333333333333333
487 543 0.07692307692307693
548 487 0.08333333333333333
487 548 0.047619047619047616
562 487 0.08333333333333333
487 562 0.03225806451612903
568 487 0.08333333333333333
487 568 0.037037037037037035
572 487 0.08333333333333333
487 572 0.16666666666666666
582 487 0.08333333333333333
487 582 0.2
613 487 0.08333333333333333
487 613 0.125
715 488 0.14285714285714285
488 715 0.2
783 488 0.14285714285714285
488 783 0.5
871 488 0.14285714285714285
488 871 1.0
531 490 0.07692307692307693
490 531 0.1111111111111111
536 490 0.07692307692307693
490 536 0.016666666666666666
538 490 0.07692307692307693
490 538 0.037037037037037035
574 490 0.07692307692307693
490 574 0.16666666666666666
562 494 0.25
494 562 0.03225806451612903
762 495 1.0
495 762 0.023255813953488372
503 496 0.07142857142857142
496 503 0.09090909090909091
560 496 0.07142857142857142
496 560 0.07142857142857142
539 499 0.08333333333333333
499 539 0.09090909090909091
569 499 0.08333333333333333
499 569 1.0
580 499 0.08333333333333333
499 580 1.0
528 500 0.14285714285714285
500 528 0.14285714285714285
557 500 0.14285714285714285
500 557 0.0625
730 500 0.14285714285714285
500 730 0.2
736 500 0.14285714285714285
500 736 0.023255813953488372
746 500 0.14285714285714285
500 746 0.5
530 503 0.09090909090909091
503 530 0.5
560 503 0.09090909090909091
503 560 0.07142857142857142
506 504 0.03225806451612903
504 506 0.05555555555555555
508 504 0.03225806451612903
504 508 0.1111111111111111
511 504 0.03225806451612903
504 511 0.08333333333333333
513 504 0.03225806451612903
504 513 0.07692307692307693
518 504 0.03225806451612903
504 518 0.125
523 504 0.03225806451612903
504 523 0.07142857142857142
529 504 0.03225806451612903
504 529 0.1
536 504 0.03225806451612903
504 536 0.016666666666666666
544 504 0.03225806451612903
504 544 0.2
568 504 0.03225806451612903
504 568 0.037037037037037035
582 504 0.03225806451612903
504 582 0.2
584 504 0.03225806451612903
504 584 0.09090909090909091
597 504 0.03225806451612903
504 597 0.1
507 505 0.25
505 507 1.0
550 505 0.25
505 550 0.02
635 505 0.25
505 635 0.02702702702702703
536 506 0.05555555555555555
506 536 0.016666666666666666
548 506 0.05555555555555555
506 548 0.047619047619047616
559 506 0.05555555555555555
506 559 0.3333333333333333
511 508 0.1111111111111111
508 511 0.08333333333333333
514 509 0.125
509 514 1.0
515 509 0.125
509 515 0.125
523 511 0.08333333333333333
511 523 0.07142857142857142
584 511 0.08333333333333333
511 584 0.09090909090909091
597 511 0.08333333333333333
511 597 0.1
536 513 0.07692307692307693
513 536 0.016666666666666666
559 513 0.07692307692307693
513 559 0.3333333333333333
697 513 0.07692307692307693
513 697 0.02702702702702703
786 513 0.07692307692307693
513 786 0.125
819 513 0.07692307692307693
513 819 0.08333333333333333
550 515 0.125
515 550 0.02
583 515 0.125
515 583 1.0
588 515 0.125
515 588 0.05263157894736842
617 515 0.125
515 617 0.03125
631 515 0.125
515 631 1.0
665 516 1.0
516 665 0.1111111111111111
536 518 0.125
518 536 0.016666666666666666
575 518 0.125
518 575 0.1
592 521 0.5
521 592 0.16666666666666666
617 522 0.5
522 617 0.03125
724 522 0.5
522 724 0.16666666666666666
526 523 0.07142857142857142
523 526 0.08333333333333333
568 523 0.07142857142857142
523 568 0.037037037037037035
584 523 0.07142857142857142
523 584 0.09090909090909091
624 523 0.07142857142857142
523 624 0.25
568 524 0.5
524 568 0.037037037037037035
550 525 0.16666666666666666
525 550 0.02
666 525 0.16666666666666666
525 666 0.05
769 525 0.16666666666666666
525 769 0.047619047619047616
529 526 0.08333333333333333
526 529 0.1
536 526 0.08333333333333333
526 536 0.016666666666666666
562 526 0.08333333333333333
526 562 0.03225806451612903
568 526 0.08333333333333333
526 568 0.037037037037037035
592 526 0.08333333333333333
526 592 0.16666666666666666
545 528 0.14285714285714285
528 545 0.041666666666666664
617 528 0.14285714285714285
528 617 0.03125
646 528 0.14285714285714285
528 646 0.05555555555555555
681 528 0.14285714285714285
528 681 0.1111111111111111
538 529 0.1
529 538 0.037037037037037035
543 529 0.1
529 543 0.07692307692307693
596 529 0.1
529 596 0.2
536 531 0.1111111111111111
531 536 0.016666666666666666
543 531 0.1111111111111111
531 543 0.07692307692307693
586 531 0.1111111111111111
531 586 0.125
557 532 0.2
532 557 0.0625
820 532 0.2
532 820 0.125
822 532 0.2
532 822 0.07692307692307693
842 532 0.2
532 842 0.25
786 533 1.0
533 786 0.125
540 534 0.25
534 540 0.1111111111111111
550 534 0.25
534 550 0.02
538 535 0.5
535 538 0.037037037037037035
625 535 0.5
535 625 0.2
538 536 0.016666666666666666
536 538 0.037037037037037035
539 536 0.016666666666666666
536 539 0.09090909090909091
545 536 0.016666666666666666
536 545 0.041666666666666664
546 536 0.016666666666666666
536 546 0.07142857142857142
548 536 0.016666666666666666
536 548 0.047619047619047616
550 536 0.016666666666666666
536 550 0.02
562 536 0.016666666666666666
536 562 0.03225806451612903
566 536 0.016666666666666666
536 566 0.25
568 536 0.016666666666666666
536 568 0.037037037037037035
570 536 0.016666666666666666
536 570 0.1
572 536 0.016666666666666666
536 572 0.16666666666666666
575 536 0.016666666666666666
536 575 0.1
576 536 0.016666666666666666
536 576 0.3333333333333333
577 536 0.016666666666666666
536 577 1.0
579 536 0.016666666666666666
536 579 0.2
592 536 0.016666666666666666
536 592 0.16666666666666666
593 536 0.016666666666666666
536 593 0.1111111111111111
601 536 0.016666666666666666
536 601 0.25
606 536 0.016666666666666666
536 606 0.05555555555555555
609 536 0.016666666666666666
536 609 0.1111111111111111
619 536 0.016666666666666666
536 619 0.09090909090909091
630 536 0.016666666666666666
536 630 0.25
639 536 0.016666666666666666
536 639 0.14285714285714285
650 536 0.016666666666666666
536 650 0.3333333333333333
736 537 0.14285714285714285
537 736 0.023255813953488372
762 537 0.14285714285714285
537 762 0.023255813953488372
781 537 0.14285714285714285
537 781 0.058823529411764705
823 537 0.14285714285714285
537 823 0.16666666666666666
839 537 0.14285714285714285
537 839 0.058823529411764705
864 537 0.14285714285714285
537 864 0.125
880 537 0.14285714285714285
537 880 1.0
548 538 0.037037037037037035
538 548 0.047619047619047616
558 538 0.037037037037037035
538 558 0.16666666666666666
562 538 0.037037037037037035
538 562 0.03225806451612903
568 538 0.037037037037037035
538 568 0.037037037037037035
571 538 0.037037037037037035
538 571 0.16666666666666666
572 538 0.037037037037037035
538 572 0.16666666666666666
575 538 0.037037037037037035
538 575 0.1
593 538 0.037037037037037035
538 593 0.1111111111111111
619 538 0.037037037037037035
538 619 0.09090909090909091
624 538 0.037037037037037035
538 624 0.25
632 538 0.037037037037037035
538 632 1.0
540 539 0.09090909090909091
539 540 0.1111111111111111
545 540 0.1111111111111111
540 545 0.041666666666666664
635 540 0.1111111111111111
540 635 0.02702702702702703
645 540 0.1111111111111111
540 645 0.14285714285714285
626 541 1.0
541 626 0.16666666666666666
550 543 0.07692307692307693
543 550 0.02
619 543 0.07692307692307693
543 619 0.09090909090909091
550 544 0.2
544 550 0.02
546 545 0.041666666666666664
545 546 0.07142857142857142
547 545 0.041666666666666664
545 547 0.05555555555555555
549 545 0.041666666666666664
545 549 0.2
550 545 0.041666666666666664
545 550 0.02
551 545 0.041666666666666664
545 551 0.1111111111111111
588 545 0.041666666666666664
545 588 0.05263157894736842
611 545 0.041666666666666664
545 611 0.125
613 545 0.041666666666666664
545 613 0.125
619 545 0.041666666666666664
545 619 0.09090909090909091
620 545 0.041666666666666664
545 620 0.3333333333333333
626 545 0.041666666666666664
545 626 0.16666666666666666
629 545 0.041666666666666664
545 629 0.25
639 545 0.041666666666666664
545 639 0.14285714285714285
646 545 0.041666666666666664
545 646 0.05555555555555555
653 545 0.041666666666666664
545 653 0.2
660 545 0.041666666666666664
545 660 0.05263157894736842
672 545 0.041666666666666664
545 672 0.25
683 545 0.041666666666666664
545 683 0.25
547 546 0.07142857142857142
546 547 0.05555555555555555
550 546 0.07142857142857142
546 550 0.02
557 546 0.07142857142857142
546 557 0.0625
584 546 0.07142857142857142
546 584 0.09090909090909091
588 546 0.07142857142857142
546 588 0.05263157894736842
597 546 0.07142857142857142
546 597 0.1
617 546 0.07142857142857142
546 617 0.03125
626 546 0.07142857142857142
546 626 0.16666666666666666
550 547 0.05555555555555555
547 550 0.02
588 547 0.05555555555555555
547 588 0.05263157894736842
596 547 0.05555555555555555
547 596 0.2
611 547 0.05555555555555555
547 611 0.125
613 547 0.05555555555555555
547 613 0.125
617 547 0.05555555555555555
547 617 0.03125
627 547 0.05555555555555555
547 627 0.125
639 547 0.05555555555555555
547 639 0.14285714285714285
645 547 0.05555555555555555
547 645 0.14285714285714285
647 547 0.05555555555555555
547 647 0.3333333333333333
653 547 0.05555555555555555
547 653 0.2
655 547 0.05555555555555555
547 655 0.125
660 547 0.05555555555555555
547 660 0.05263157894736842
562 548 0.047619047619047616
548 562 0.03225806451612903
572 548 0.047619047619047616
548 572 0.16666666666666666
602 548 0.047619047619047616
548 602 0.16666666666666666
609 548 0.047619047619047616
548 609 0.1111111111111111
611 548 0.047619047619047616
548 611 0.125
647 548 0.047619047619047616
548 647 0.3333333333333333
650 548 0.047619047619047616
548 650 0.3333333333333333
596 549 0.2
549 596 0.2
611 549 0.2
549 611 0.125
551 550 0.02
550 551 0.1111111111111111
552 550 0.02
550 552 0.058823529411764705
557 550 0.02
550 557 0.0625
562 550 0.02
550 562 0.03225806451612903
566 550 0.02
550 566 0.25
579 550 0.02
550 579 0.2
584 550 0.02
550 584 0.09090909090909091
587 550 0.02
550 587 0.25
601 550 0.02
550 601 0.25
617 550 0.02
550 617 0.03125
622 550 0.02
550 622 0.2
625 550 0.02
550 625 0.2
635 550 0.02
550 635 0.02702702702702703
654 550 0.02
550 654 0.2
660 550 0.02
550 660 0.05263157894736842
665 550 0.02
550 665 0.1111111111111111
681 550 0.02
550 681 0.1111111111111111
682 550 0.02
550 682 0.5
690 550 0.02
550 690 0.041666666666666664
691 550 0.02
550 691 0.07142857142857142
697 550 0.02
550 697 0.02702702702702703
702 550 0.02
550 702 0.07142857142857142
705 550 0.02
550 705 0.16666666666666666
709 550 0.02
550 709 0.045454545454545456
726 550 0.02
550 726 1.0
738 550 0.02
550 738 0.05263157894736842
556 551 0.1111111111111111
551 556 0.25
596 551 0.1111111111111111
551 596 0.2
610 551 0.1111111111111111
551 610 0.16666666666666666
638 551 0.1111111111111111
551 638 0.3333333333333333
653 551 0.1111111111111111
551 653 0.2
606 552 0.058823529411764705
552 606 0.05555555555555555
617 552 0.058823529411764705
552 617 0.03125
635 552 0.058823529411764705
552 635 0.02702702702702703
639 552 0.058823529411764705
552 639 0.14285714285714285
660 552 0.058823529411764705
552 660 0.05263157894736842
666 552 0.058823529411764705
552 666 0.05
670 552 0.058823529411764705
552 670 0.16666666666666666
735 552 0.058823529411764705
552 735 0.125
736 552 0.058823529411764705
552 736 0.023255813953488372
753 552 0.058823529411764705
552 753 0.125
776 552 0.058823529411764705
552 776 0.14285714285714285
777 552 0.058823529411764705
552 777 0.09090909090909091
794 552 0.058823529411764705
552 794 0.5
802 552 0.058823529411764705
552 802 0.1
662 553 0.5
553 662 0.5
573 554 0.3333333333333333
554 573 0.1111111111111111
602 554 0.3333333333333333
554 602 0.16666666666666666
562 555 0.14285714285714285
555 562 0.03225806451612903
646 555 0.14285714285714285
555 646 0.05555555555555555
558 556 0.25
556 558 0.16666666666666666
564 557 0.0625
557 564 0.07142857142857142
608 557 0.0625
557 608 0.2
617 557 0.0625
557 617 0.03125
651 557 0.0625
557 651 0.25
655 557 0.0625
557 655 0.125
696 557 0.0625
557 696 1.0
710 557 0.0625
557 710 0.07142857142857142
736 557 0.0625
557 736 0.023255813953488372
560 558 0.16666666666666666
558 560 0.07142857142857142
568 559 0.3333333333333333
559 568 0.037037037037037035
568 562 0.03225806451612903
562 568 0.037037037037037035
572 562 0.03225806451612903
562 572 0.16666666666666666
574 562 0.03225806451612903
562 574 0.16666666666666666
575 562 0.03225806451612903
562 575 0.1
576 562 0.03225806451612903
562 576 0.3333333333333333
581 562 0.03225806451612903
562 581 0.5
586 562 0.03225806451612903
562 586 0.125
588 562 0.03225806451612903
562 588 0.05263157894736842
589 562 0.03225806451612903
562 589 1.0
593 562 0.03225806451612903
562 593 0.1111111111111111
600 562 0.03225806451612903
562 600 1.0
616 562 0.03225806451612903
562 616 1.0
619 562 0.03225806451612903
562 619 0.09090909090909091
622 562 0.03225806451612903
562 622 0.2
629 562 0.03225806451612903
562 629 0.25
635 564 0.07142857142857142
564 635 0.02702702702702703
659 564 0.07142857142857142
564 659 0.06666666666666667
665 564 0.07142857142857142
564 665 0.1111111111111111
678 564 0.07142857142857142
564 678 0.09090909090909091
687 564 0.07142857142857142
564 687 0.08333333333333333
697 564 0.07142857142857142
564 697 0.02702702702702703
702 564 0.07142857142857142
564 702 0.07142857142857142
735 564 0.07142857142857142
564 735 0.125
736 564 0.07142857142857142
564 736 0.023255813953488372
738 564 0.07142857142857142
564 738 0.05263157894736842
745 564 0.07142857142857142
564 745 0.25
751 564 0.07142857142857142
564 751 0.125
772 564 0.07142857142857142
564 772 0.25
635 567 0.14285714285714285
567 635 0.02702702702702703
692 567 0.14285714285714285
567 692 0.07692307692307693
697 567 0.14285714285714285
567 697 0.02702702702702703
699 567 0.14285714285714285
567 699 0.3333333333333333
763 567 0.14285714285714285
567 763 0.0625
771 567 0.14285714285714285
567 771 0.1
572 568 0.037037037037037035
568 572 0.16666666666666666
575 568 0.037037037037037035
568 575 0.1
579 568 0.037037037037037035
568 579 0.2
581 568 0.037037037037037035
568 581 0.5
588 568 0.037037037037037035
568 588 0.05263157894736842
604 568 0.037037037037037035
568 604 0.3333333333333333
619 568 0.037037037037037035
568 619 0.09090909090909091
575 570 0.1
570 575 0.1
586 570 0.1
570 586 0.125
770 570 0.1
570 770 0.2
842 570 0.1
570 842 0.25
573 571 0.16666666666666666
571 573 0.1111111111111111
617 571 0.16666666666666666
571 617 0.03125
655 571 0.16666666666666666
571 655 0.125
690 571 0.16666666666666666
571 690 0.041666666666666664
768 571 0.16666666666666666
571 768 0.25
602 573 0.1111111111111111
573 602 0.16666666666666666
610 573 0.1111111111111111
573 610 0.16666666666666666
634 573 0.1111111111111111
573 634 0.3333333333333333
635 573 0.1111111111111111
573 635 0.02702702702702703
666 573 0.1111111111111111
573 666 0.05
681 573 0.1111111111111111
573 681 0.1111111111111111
642 574 0.16666666666666666
574 642 0.5
582 575 0.1
575 582 0.2
593 575 0.1
575 593 0.1111111111111111
619 575 0.1
575 619 0.09090909090909091
635 579 0.2
579 635 0.02702702702702703
586 582 0.2
582 586 0.125
588 584 0.09090909090909091
584 588 0.05263157894736842
597 584 0.09090909090909091
584 597 0.1
678 587 0.25
587 678 0.09090909090909091
751 587 0.25
587 751 0.125
597 588 0.05263157894736842
588 597 0.1
606 588 0.05263157894736842
588 606 0.05555555555555555
609 588 0.05263157894736842
588 609 0.1111111111111111
617 588 0.05263157894736842
588 617 0.03125
651 588 0.05263157894736842
588 651 0.25
653 588 0.05263157894736842
588 653 0.2
660 588 0.05263157894736842
588 660 0.05263157894736842
661 588 0.05263157894736842
588 661 0.5
672 588 0.05263157894736842
588 672 0.25
681 588 0.05263157894736842
588 681 0.1111111111111111
708 588 0.05263157894736842
588 708 0.3333333333333333
615 592 0.16666666666666666
592 615 0.3333333333333333
645 592 0.16666666666666666
592 645 0.14285714285714285
637 593 0.1111111111111111
593 637 0.1111111111111111
652 593 0.1111111111111111
593 652 0.1111111111111111
611 595 1.0
595 611 0.125
653 597 0.1
597 653 0.2
676 597 0.1
597 676 1.0
666 599 0.5
599 666 0.05
739 599 0.5
599 739 1.0
691 601 0.25
601 691 0.07142857142857142
702 601 0.25
601 702 0.07142857142857142
627 602 0.16666666666666666
602 627 0.125
650 602 0.16666666666666666
602 650 0.3333333333333333
617 603 1.0
603 617 0.03125
609 606 0.05555555555555555
606 609 0.1111111111111111
620 606 0.05555555555555555
606 620 0.3333333333333333
627 606 0.05555555555555555
606 627 0.125
628 606 0.05555555555555555
606 628 1.0
678 606 0.05555555555555555
606 678 0.09090909090909091
691 606 0.05555555555555555
606 691 0.07142857142857142
750 606 0.05555555555555555
606 750 0.043478260869565216
770 606 0.05555555555555555
606 770 0.2
622 607 0.5
607 622 0.2
714 608 0.2
608 714 0.25
627 609 0.1111111111111111
609 627 0.125
630 609 0.1111111111111111
609 630 0.25
640 609 0.1111111111111111
609 640 0.5
617 610 0.16666666666666666
610 617 0.03125
660 610 0.16666666666666666
610 660 0.05263157894736842
681 610 0.16666666666666666
610 681 0.1111111111111111
627 611 0.125
611 627 0.125
738 613 0.125
613 738 0.05263157894736842
762 613 0.125
613 762 0.023255813953488372
646 614 0.25
614 646 0.05555555555555555
758 614 0.25
614 758 0.25
856 614 0.25
614 856 0.041666666666666664
656 615 0.3333333333333333
615 656 1.0
646 617 0.03125
617 646 0.05555555555555555
662 617 0.03125
617 662 0.5
678 617 0.03125
617 678 0.09090909090909091
681 617 0.03125
617 681 0.1111111111111111
692 617 0.03125
617 692 0.07692307692307693
702 617 0.03125
617 702 0.07142857142857142
705 617 0.03125
617 705 0.16666666666666666
709 617 0.03125
617 709 0.045454545454545456
710 617 0.03125
617 710 0.07142857142857142
727 617 0.03125
617 727 0.5
735 617 0.03125
617 735 0.125
736 617 0.03125
617 736 0.023255813953488372
750 617 0.03125
617 750 0.043478260869565216
751 617 0.03125
617 751 0.125
771 617 0.03125
617 771 0.1
675 618 1.0
618 675 0.3333333333333333
625 622 0.2
622 625 0.2
666 623 1.0
623 666 0.05
634 624 0.25
624 634 0.3333333333333333
636 624 0.25
624 636 0.2
655 626 0.16666666666666666
626 655 0.125
675 626 0.16666666666666666
626 675 0.3333333333333333
640 627 0.125
627 640 0.5
682 627 0.125
627 682 0.5
661 629 0.25
629 661 0.5
665 629 0.25
629 665 0.1111111111111111
663 630 0.25
630 663 0.3333333333333333
636 633 1.0
633 636 0.2
646 635 0.02702702702702703
635 646 0.05555555555555555
659 635 0.02702702702702703
635 659 0.06666666666666667
666 635 0.02702702702702703
635 666 0.05
668 635 0.02702702702702703
635 668 0.07142857142857142
677 635 0.02702702702702703
635 677 0.2
681 635 0.02702702702702703
635 681 0.1111111111111111
690 635 0.02702702702702703
635 690 0.041666666666666664
698 635 0.02702702702702703
635 698 1.0
702 635 0.02702702702702703
635 702 0.07142857142857142
705 635 0.02702702702702703
635 705 0.16666666666666666
706 635 0.02702702702702703
635 706 0.3333333333333333
707 635 0.02702702702702703
635 707 0.05
710 635 0.02702702702702703
635 710 0.07142857142857142
714 635 0.02702702702702703
635 714 0.25
718 635 0.02702702702702703
635 718 0.25
723 635 0.02702702702702703
635 723 0.16666666666666666
725 635 0.02702702702702703
635 725 0.2
735 635 0.02702702702702703
635 735 0.125
736 635 0.02702702702702703
635 736 0.023255813953488372
738 635 0.02702702702702703
635 738 0.05263157894736842
755 635 0.02702702702702703
635 755 0.5
762 635 0.02702702702702703
635 762 0.023255813953488372
769 635 0.02702702702702703
635 769 0.047619047619047616
777 635 0.02702702702702703
635 777 0.09090909090909091
780 635 0.02702702702702703
635 780 0.2
786 635 0.02702702702702703
635 786 0.125
787 635 0.02702702702702703
635 787 0.5
647 637 0.1111111111111111
637 647 0.3333333333333333
660 637 0.1111111111111111
637 660 0.05263157894736842
679 637 0.1111111111111111
637 679 0.25
687 637 0.1111111111111111
637 687 0.08333333333333333
697 637 0.1111111111111111
637 697 0.02702702702702703
748 637 0.1111111111111111
637 748 1.0
665 638 0.3333333333333333
638 665 0.1111111111111111
645 639 0.14285714285714285
639 645 0.14285714285714285
660 639 0.14285714285714285
639 660 0.05263157894736842
0 641 0.5
641 0 1.0
769 643 0.3333333333333333
643 769 0.047619047619047616
771 643 0.3333333333333333
643 771 0.1
692 644 0.5
644 692 0.07692307692307693
729 644 0.5
644 729 0.2
655 645 0.14285714285714285
645 655 0.125
668 645 0.14285714285714285
645 668 0.07142857142857142
678 645 0.14285714285714285
645 678 0.09090909090909091
655 646 0.05555555555555555
646 655 0.125
666 646 0.05555555555555555
646 666 0.05
690 646 0.05555555555555555
646 690 0.041666666666666664
697 646 0.05555555555555555
646 697 0.02702702702702703
707 646 0.05555555555555555
646 707 0.05
709 646 0.05555555555555555
646 709 0.045454545454545456
723 646 0.05555555555555555
646 723 0.16666666666666666
736 646 0.05555555555555555
646 736 0.023255813953488372
749 646 0.05555555555555555
646 749 0.3333333333333333
763 646 0.05555555555555555
646 763 0.0625
764 646 0.05555555555555555
646 764 0.3333333333333333
800 646 0.05555555555555555
646 800 0.25
789 648 1.0
648 789 0.3333333333333333
669 649 0.5
649 669 0.3333333333333333
705 649 0.5
649 705 0.16666666666666666
666 651 0.25
651 666 0.05
674 651 0.25
651 674 1.0
660 652 0.1111111111111111
652 660 0.05263157894736842
673 652 0.1111111111111111
652 673 0.125
694 652 0.1111111111111111
652 694 0.5
717 652 0.1111111111111111
652 717 0.14285714285714285
763 652 0.1111111111111111
652 763 0.0625
834 652 0.1111111111111111
652 834 0.25
671 654 0.2
654 671 0.2
697 654 0.2
654 697 0.02702702702702703
723 654 0.2
654 723 0.16666666666666666
679 657 0.16666666666666666
657 679 0.25
710 657 0.16666666666666666
657 710 0.07142857142857142
734 657 0.16666666666666666
657 734 0.5
709 658 1.0
658 709 0.045454545454545456
660 659 0.06666666666666667
659 660 0.05263157894736842
679 659 0.06666666666666667
659 679 0.25
690 659 0.06666666666666667
659 690 0.041666666666666664
712 659 0.06666666666666667
659 712 0.5
736 659 0.06666666666666667
659 736 0.023255813953488372
778 659 0.06666666666666667
659 778 0.3333333333333333
791 659 0.06666666666666667
659 791 0.16666666666666666
818 659 0.06666666666666667
659 818 0.14285714285714285
841 659 0.06666666666666667
659 841 0.07692307692307693
845 659 0.06666666666666667
659 845 0.125
853 659 0.06666666666666667
659 853 0.0625
856 659 0.06666666666666667
659 856 0.041666666666666664
673 660 0.05263157894736842
660 673 0.125
683 660 0.05263157894736842
660 683 0.25
691 660 0.05263157894736842
660 691 0.07142857142857142
710 660 0.05263157894736842
660 710 0.07142857142857142
735 660 0.05263157894736842
660 735 0.125
744 660 0.05263157894736842
660 744 1.0
746 660 0.05263157894736842
660 746 0.5
672 664 1.0
664 672 0.25
